id,book,chapter,verse,b,c,v,month,month_name,day,words,month_source,note,text
54,"יחזקאל","כט","א",13,29,1,10,"טבת",12,"1-6",explicit,"","<b>בַּשָּׁנָה֙ הָֽעֲשִׂרִ֔ית בָּֽעֲשִׂרִ֕י בִּשְׁנֵ֥ים עָשָׂ֖ר לַחֹ֑דֶשׁ</b> הָיָ֥ה דְבַר־יְהֹוָ֖ה אֵלַ֥י לֵאמֹֽר"
55,"יחזקאל","כט","יז",13,29,17,1,"ניסן",1,"2-7",explicit,"","וַיְהִ֗י <b>בְּעֶשְׂרִ֤ים וָשֶׁ֨בַע֙ שָׁנָ֔ה בָּֽרִאשׁ֖וֹן בְּאֶחָ֣ד לַחֹ֑דֶשׁ</b> הָיָ֥ה דְבַר־יְהֹוָ֖ה אֵלַ֥י לֵאמֹֽר"
56,"יחזקאל","ל","כ",13,30,20,1,"ניסן",7,"2-7",explicit,"","וַיְהִ֗י <b>בְּאַחַ֤ת עֶשְׂרֵה֙ שָׁנָ֔ה בָּֽרִאשׁ֖וֹן בְּשִׁבְעָ֣ה לַחֹ֑דֶשׁ</b> הָיָ֥ה דְבַר־יְהֹוָ֖ה אֵלַ֥י לֵאמֹֽר"
57,"יחזקאל","לא","א",13,31,1,3,"סיון",1,"2-7",explicit,"","וַיְהִ֗י <b>בְּאַחַ֤ת עֶשְׂרֵה֙ שָׁנָ֔ה בַּשְּׁלִישִׁ֖י בְּאֶחָ֣ד לַחֹ֑דֶשׁ</b> הָיָ֥ה דְבַר־יְהֹוָ֖ה אֵלַ֥י לֵאמֹֽר"
58,"יחזקאל","לב","א",13,32,1,12,"אדר",1,"2-9",explicit,"","וַֽיְהִי֙ <b>בִּשְׁתֵּ֣י עֶשְׂרֵ֣ה שָׁנָ֔ה בִּשְׁנֵֽי־עָשָׂ֥ר חֹ֖דֶשׁ בְּאֶחָ֣ד לַחֹ֑דֶשׁ</b> הָיָ֥ה דְבַר־יְהֹוָ֖ה אֵלַ֥י לֵאמֹֽר"
59,"יחזקאל","לב","יז",13,32,17,12,"אדר",15,"2-7",inferred,"החודש נלמד מיחזקאל לב,א","וַֽיְהִי֙ <b>בִּשְׁתֵּ֣י עֶשְׂרֵ֣ה שָׁנָ֔ה בַּֽחֲמִשָּׁ֥ה עָשָׂ֖ר לַחֹ֑דֶשׁ</b> הָיָ֥ה דְבַר־יְהֹוָ֖ה אֵלַ֥י לֵאמֹֽר"
60,"יחזקאל","לג","כא",13,33,21,10,"טבת",5,"2-8",explicit,"","וַיְהִ֞י <b>בִּשְׁתֵּ֧י עֶשְׂרֵ֣ה שָׁנָ֗ה בָּֽעֲשִׂרִ֛י בַּֽחֲמִשָּׁ֥ה לַחֹ֖דֶשׁ לְגָֽלוּתֵ֑נוּ</b> בָּֽא־אֵלַ֨י הַפָּלִ֧יט מִירֽוּשָׁלִַ֛ם לֵאמֹ֖ר הֻכְּתָ֥ה הָעִֽיר"
61,"יחזקאל","מ","א",13,40,1,7,"תשרי",10,"1-8",inferred,"לפי הגמרא (ערכין יב ע""א) ראש השנה בעשור לחודש הוא יום הכיפורים של שנת היובל; יש המפרשים ניסן","<b>בְּעֶשְׂרִ֣ים וְחָמֵ֣שׁ שָׁנָ֣ה לְ֠גָֽלוּתֵ֠נוּ בְּרֹ֨אשׁ הַשָּׁנָ֜ה בֶּֽעָשׂ֣וֹר לַחֹ֗דֶשׁ</b> בְּאַרְבַּ֤ע עֶשְׂרֵה֙ שָׁנָ֔ה אַחַ֕ר אֲשֶׁ֥ר הֻכְּתָ֖ה הָעִ֑יר בְּעֶ֣צֶם ׀ הַיּ֣וֹם הַזֶּ֗ה הָֽיְתָ֤ה עָלַי֙ יַד־יְהֹוָ֔ה וַיָּבֵ֥א אֹתִ֖י שָֽׁמָּה"
62,"יחזקאל","מה","יח",13,45,18,1,"ניסן",1,"5-7",explicit,"","כֹּֽה־אָמַר֮ אֲדֹנָ֣י יְהֹוִה֒ <b>בָּֽרִאשׁוֹן֙ בְּאֶחָ֣ד לַחֹ֔דֶשׁ</b> תִּקַּ֥ח פַּר־בֶּן־בָּקָ֖ר תָּמִ֑ים וְחִטֵּאתָ֖ אֶת־הַמִּקְדָּֽשׁ"
63,"יחזקאל","מה","כ",13,45,20,1,"ניסן",7,"3-4",context,"החודש נלמד מההקשר","וְכֵ֤ן תַּֽעֲשֶׂה֙ <b>בְּשִׁבְעָ֣ה בַחֹ֔דֶשׁ</b> מֵאִ֥ישׁ שֹׁגֶ֖ה וּמִפֶּ֑תִי וְכִפַּרְתֶּ֖ם אֶת־הַבָּֽיִת"
64,"יחזקאל","מה","כא",13,45,21,1,"ניסן",14,"1-5",explicit,"","<b>בָּֽ֠רִאשׁ֠וֹן בְּאַרְבָּעָ֨ה עָשָׂ֥ר יוֹם֙ לַחֹ֔דֶשׁ</b> יִֽהְיֶ֥ה לָכֶ֖ם הַפָּ֑סַח חָ֕ג שְׁבֻע֣וֹת יָמִ֔ים מַצּ֖וֹת יֵֽאָכֵֽל"
65,"יחזקאל","מה","כה",13,45,25,7,"תשרי",15,"1-5",explicit,"","<b>בַּשְּׁבִיעִ֡י בַּֽחֲמִשָּׁה֩ עָשָׂ֨ר י֤וֹם לַחֹ֨דֶשׁ֙</b> בֶּחָ֔ג יַֽעֲשֶׂ֥ה כָאֵ֖לֶּה שִׁבְעַ֣ת הַיָּמִ֑ים כַּֽחַטָּאת֙ כָּֽעֹלָ֔ה וְכַמִּנְחָ֖ה וְכַשָּֽׁמֶן"
66,"חגי","א","א",23,1,1,6,"אלול",1,"1-3,5-9",explicit,"","<b>בִּשְׁנַ֤ת שְׁתַּ֨יִם֙ לְדָֽרְיָ֣וֶשׁ</b> הַמֶּ֔לֶךְ <b>בַּחֹ֨דֶשׁ֙ הַשִּׁשִּׁ֔י בְּי֥וֹם אֶחָ֖ד לַחֹ֑דֶשׁ</b> הָיָ֨ה דְבַר־יְהֹוָ֜ה בְּיַד־חַגַּ֣י הַנָּבִ֗יא אֶל־זְרֻבָּבֶ֤ל בֶּן־שְׁאַלְתִּיאֵל֙ פַּחַ֣ת יְהוּדָ֔ה וְאֶל־יְהוֹשֻׁ֧עַ בֶּן־יְהֽוֹצָדָ֛ק הַכֹּהֵ֥ן הַגָּד֖וֹל לֵאמֹֽר"
67,"חגי","א","טו",23,1,15,6,"אלול",24,"1-8",explicit,"","<b>בְּי֨וֹם עֶשְׂרִ֧ים וְאַרְבָּעָ֛ה לַחֹ֖דֶשׁ בַּשִּׁשִּׁ֑י בִּשְׁנַ֥ת שְׁתַּ֖יִם לְדָֽרְיָ֥וֶשׁ</b> הַמֶּֽלֶךְ"
68,"חגי","ב","א",23,2,1,7,"תשרי",21,"1-4",explicit,"","<b>בַּשְּׁבִיעִ֕י בְּעֶשְׂרִ֥ים וְאֶחָ֖ד לַחֹ֑דֶשׁ</b> הָיָה֙ דְּבַר־יְהֹוָ֔ה בְּיַד־חַגַּ֥י הַנָּבִ֖יא לֵאמֹֽר"
69,"חגי","ב","י",23,2,10,9,"כסלו",24,"1-6",explicit,"","<b>בְּעֶשְׂרִ֤ים וְאַרְבָּעָה֙ לַתְּשִׁיעִ֔י בִּשְׁנַ֥ת שְׁתַּ֖יִם לְדָֽרְיָ֑וֶשׁ</b> הָיָה֙ דְּבַר־יְהֹוָ֔ה אֶל־חַגַּ֥י הַנָּבִ֖יא לֵאמֹֽר"
70,"חגי","ב","יח",23,2,18,9,"כסלו",24,"8-11",explicit,"","שִׂימוּ־נָ֣א לְבַבְכֶ֔ם מִן־הַיּ֥וֹם הַזֶּ֖ה וָמָ֑עְלָה <b>מִיּוֹם֩ עֶשְׂרִ֨ים וְאַרְבָּעָ֜ה לַתְּשִׁיעִ֗י</b> לְמִן־הַיּ֛וֹם אֲשֶׁר־יֻסַּ֥ד הֵֽיכַל־יְהֹוָ֖ה שִׂ֥ימוּ לְבַבְכֶֽם"
71,"חגי","ב","כ",23,2,20,9,"כסלו",24,"7-9",context,"החודש נלמד מההקשר","וַיְהִ֨י דְבַר־יְהֹוָ֤ה ׀ שֵׁנִית֙ אֶל־חַגַּ֔י <b>בְּעֶשְׂרִ֧ים וְאַרְבָּעָ֛ה לַחֹ֖דֶשׁ</b> לֵאמֹֽר"
72,"זכריה","א","ז",24,1,7,11,"שבט",24,"1-12",explicit,"","<b>בְּיוֹם֩ עֶשְׂרִ֨ים וְאַרְבָּעָ֜ה לְעַשְׁתֵּֽי־עָשָׂ֥ר חֹ֨דֶשׁ֙ הוּא־חֹ֣דֶשׁ שְׁבָ֔ט בִּשְׁנַ֥ת שְׁתַּ֖יִם לְדָֽרְיָ֑וֶשׁ</b> הָיָ֣ה דְבַר־יְהֹוָ֗ה אֶל־זְכַרְיָה֙ בֶּן־בֶּ֣רֶכְיָ֔הוּ בֶּן־עִדּ֥וֹא הַנָּבִ֖יא לֵאמֹֽר"
73,"זכריה","ז","א",24,7,1,9,"כסלו",4,"11-14",explicit,"","וַֽיְהִי֙ בִּשְׁנַ֣ת אַרְבַּ֔ע לְדָֽרְיָ֖וֶשׁ הַמֶּ֑לֶךְ הָיָ֨ה דְבַר־יְהֹוָ֜ה אֶל־זְכַרְיָ֗ה <b>בְּאַרְבָּעָ֛ה לַחֹ֥דֶשׁ הַתְּשִׁעִ֖י בְּכִסְלֵֽו</b>"
74,"אסתר","ג","יב",33,3,12,1,"ניסן",13,"4-9",explicit,"","וַיִּקָּֽרְאוּ֩ סֹֽפְרֵ֨י הַמֶּ֜לֶךְ <b>בַּחֹ֣דֶשׁ הָֽרִאשׁ֗וֹן בִּשְׁלוֹשָׁ֨ה עָשָׂ֣ר יוֹם֮ בּוֹ֒</b> וַיִּכָּתֵ֣ב כְּֽכָל־אֲשֶׁר־צִוָּ֣ה הָמָ֡ן אֶ֣ל אֲחַשְׁדַּרְפְּנֵֽי־הַ֠מֶּ֠לֶךְ וְֽאֶל־הַפַּח֞וֹת אֲשֶׁ֣ר ׀ עַל־מְדִינָ֣ה וּמְדִינָ֗ה וְאֶל־שָׂ֤רֵי עַם֙ וָעָ֔ם מְדִינָ֤ה וּמְדִינָה֙ כִּכְתָבָ֔הּ וְעַ֥ם וָעָ֖ם כִּלְשׁוֹנ֑וֹ בְּשֵׁ֨ם הַמֶּ֤לֶךְ אֲחַשְׁוֵרֹשׁ֙ נִכְתָּ֔ב וְנֶחְתָּ֖ם בְּטַבַּ֥עַת הַמֶּֽלֶךְ"
75,"אסתר","ג","יג",33,3,13,12,"אדר",13,"22-29",explicit,"","וְנִשְׁל֨וֹחַ סְפָרִ֜ים בְּיַ֣ד הָֽרָצִים֮ אֶל־כָּל־מְדִינ֣וֹת הַמֶּ֒לֶךְ֒ לְהַשְׁמִ֡יד לַֽהֲרֹ֣ג וּלְאַבֵּ֣ד אֶת־כָּל־הַ֠יְּהוּדִ֠ים מִנַּ֨עַר וְעַד־זָקֵ֜ן טַ֤ף וְנָשִׁים֙ בְּי֣וֹם אֶחָ֔ד <b>בִּשְׁלוֹשָׁ֥ה עָשָׂ֛ר לְחֹ֥דֶשׁ שְׁנֵים־עָשָׂ֖ר הוּא־חֹ֣דֶשׁ אֲדָ֑ר</b> וּשְׁלָלָ֖ם לָבֽוֹז"
76,"אסתר","ח","ט",33,8,9,3,"סיון",23,"6-13",explicit,"","וַיִּקָּֽרְא֣וּ סֹפְרֵֽי־הַמֶּ֣לֶךְ בָּֽעֵת־הַ֠הִ֠יא <b>בַּחֹ֨דֶשׁ הַשְּׁלִישִׁ֜י הוּא־חֹ֣דֶשׁ סִיוָ֗ן בִּשְׁלוֹשָׁ֣ה וְעֶשְׂרִים֮ בּוֹ֒</b> וַיִּכָּתֵ֣ב כְּֽכָל־אֲשֶׁר־צִוָּ֣ה מָרְדֳּכַ֣י אֶל־הַיְּהוּדִ֡ים וְאֶ֣ל הָאֲחַשְׁדַּרְפְּנִֽים־וְהַפַּחוֹת֩ וְשָׂרֵ֨י הַמְּדִינ֜וֹת אֲשֶׁ֣ר ׀ מֵהֹ֣דּוּ וְעַד־כּ֗וּשׁ שֶׁ֣בַע וְעֶשְׂרִ֤ים וּמֵאָה֙ מְדִינָ֔ה מְדִינָ֤ה וּמְדִינָה֙ כִּכְתָבָ֔הּ וְעַ֥ם וָעָ֖ם כִּלְשֹׁנ֑וֹ וְאֶ֨ל־הַיְּהוּדִ֔ים כִּכְתָבָ֖ם וְכִלְשׁוֹנָֽם"
77,"אסתר","ח","יב",33,8,12,12,"אדר",13,"7-14",explicit,"","בְּי֣וֹם אֶחָ֔ד בְּכָל־מְדִינ֖וֹת הַמֶּ֣לֶךְ אֲחַשְׁוֵר֑וֹשׁ <b>בִּשְׁלוֹשָׁ֥ה עָשָׂ֛ר לְחֹ֥דֶשׁ שְׁנֵים־עָשָׂ֖ר הוּא־חֹ֥דֶשׁ אֲדָֽר</b>"
78,"אסתר","ט","א",33,9,1,12,"אדר",13,"1-10",explicit,"","<b>וּבִשְׁנֵים֩ עָשָׂ֨ר חֹ֜דֶשׁ הוּא־חֹ֣דֶשׁ אֲדָ֗ר בִּשְׁלוֹשָׁ֨ה עָשָׂ֥ר יוֹם֙ בּ֔וֹ</b> אֲשֶׁ֨ר הִגִּ֧יעַ דְּבַר־הַמֶּ֛לֶךְ וְדָת֖וֹ לְהֵֽעָשׂ֑וֹת בַּיּ֗וֹם אֲשֶׁ֨ר שִׂבְּר֜וּ אֹֽיְבֵ֤י הַיְּהוּדִים֙ לִשְׁל֣וֹט בָּהֶ֔ם וְנַֽהֲפ֣וֹךְ ה֔וּא אֲשֶׁ֨ר יִשְׁלְט֧וּ הַיְּהוּדִ֛ים הֵ֖מָּה בְּשֹֽׂנְאֵיהֶֽם"
79,"אסתר","ט","טו",33,9,15,12,"אדר",14,"6-10",explicit,"","וַיִּֽקָּהֲל֞וּ הַיְּהוּדִ֣ים אֲשֶׁר־בְּשׁוּשָׁ֗ן גַּ֠ם <b>בְּי֣וֹם אַרְבָּעָ֤ה עָשָׂר֙ לְחֹ֣דֶשׁ אֲדָ֔ר</b> וַיַּֽהַרְג֣וּ בְשׁוּשָׁ֔ן שְׁלֹ֥שׁ מֵא֖וֹת אִ֑ישׁ וּבַ֨בִּזָּ֔ה לֹ֥א שָֽׁלְח֖וּ אֶת־יָדָֽם"
80,"אסתר","ט","יז",33,9,17,12,"אדר",13,"1-5",explicit,"","<b>בְּיוֹם־שְׁלוֹשָׁ֥ה עָשָׂ֖ר לְחֹ֣דֶשׁ אֲדָ֑ר</b> וְנ֗וֹחַ בְּאַרְבָּעָ֤ה עָשָׂר֙ בּ֔וֹ וְעָשֹׂ֣ה אֹת֔וֹ י֖וֹם מִשְׁתֶּ֥ה וְשִׂמְחָֽה"
81,"אסתר","ט","יז",33,9,17,12,"אדר",14,"7-9",explicit,"","בְּיוֹם־שְׁלוֹשָׁ֥ה עָשָׂ֖ר לְחֹ֣דֶשׁ אֲדָ֑ר וְנ֗וֹחַ <b>בְּאַרְבָּעָ֤ה עָשָׂר֙ בּ֔וֹ</b> וְעָשֹׂ֣ה אֹת֔וֹ י֖וֹם מִשְׁתֶּ֥ה וְשִׂמְחָֽה"
82,"אסתר","ט","יח",33,9,18,12,"אדר",13,"5-7",context,"החודש נלמד מההקשר","וְהַיְּהוּדִ֣ים אֲשֶׁר־בְּשׁוּשָׁ֗ן נִקְהֲלוּ֙ <b>בִּשְׁלוֹשָׁ֤ה עָשָׂר֙ בּ֔וֹ</b> וּבְאַרְבָּעָ֥ה עָשָׂ֖ר בּ֑וֹ וְנ֗וֹחַ בַּֽחֲמִשָּׁ֤ה עָשָׂר֙ בּ֔וֹ וְעָשֹׂ֣ה אֹת֔וֹ י֖וֹם מִשְׁתֶּ֥ה וְשִׂמְחָֽה"
83,"אסתר","ט","יח",33,9,18,12,"אדר",14,"8-10",context,"החודש נלמד מההקשר","וְהַיְּהוּדִ֣ים אֲשֶׁר־בְּשׁוּשָׁ֗ן נִקְהֲלוּ֙ בִּשְׁלוֹשָׁ֤ה עָשָׂר֙ בּ֔וֹ <b>וּבְאַרְבָּעָ֥ה עָשָׂ֖ר בּ֑וֹ</b> וְנ֗וֹחַ בַּֽחֲמִשָּׁ֤ה עָשָׂר֙ בּ֔וֹ וְעָשֹׂ֣ה אֹת֔וֹ י֖וֹם מִשְׁתֶּ֥ה וְשִׂמְחָֽה"
84,"אסתר","ט","יח",33,9,18,12,"אדר",15,"12-14",context,"החודש נלמד מההקשר","וְהַיְּהוּדִ֣ים אֲשֶׁר־בְּשׁוּשָׁ֗ן נִקְהֲלוּ֙ בִּשְׁלוֹשָׁ֤ה עָשָׂר֙ בּ֔וֹ וּבְאַרְבָּעָ֥ה עָשָׂ֖ר בּ֑וֹ וְנ֗וֹחַ <b>בַּֽחֲמִשָּׁ֤ה עָשָׂר֙ בּ֔וֹ</b> וְעָשֹׂ֣ה אֹת֔וֹ י֖וֹם מִשְׁתֶּ֥ה וְשִׂמְחָֽה"
85,"אסתר","ט","יט",33,9,19,12,"אדר",14,"10-14",explicit,"","עַל־כֵּ֞ן הַיְּהוּדִ֣ים הַפְּרָזִ֗ים הַיֹּֽשְׁבִים֮ בְּעָרֵ֣י הַפְּרָזוֹת֒ עֹשִׂ֗ים אֵ֠ת <b>י֣וֹם אַרְבָּעָ֤ה עָשָׂר֙ לְחֹ֣דֶשׁ אֲדָ֔ר</b> שִׂמְחָ֥ה וּמִשְׁתֶּ֖ה וְי֣וֹם ט֑וֹב וּמִשְׁלֹ֥חַ מָנ֖וֹת אִ֥ישׁ לְרֵעֵֽהוּ"
86,"אסתר","ט","כא",33,9,21,12,"אדר",14,"6-10",explicit,"","לְקַיֵּם֮ עֲלֵיהֶם֒ לִֽהְי֣וֹת עֹשִׂ֗ים אֵ֠ת <b>י֣וֹם אַרְבָּעָ֤ה עָשָׂר֙ לְחֹ֣דֶשׁ אֲדָ֔ר</b> וְאֵ֛ת יוֹם־חֲמִשָּׁ֥ה עָשָׂ֖ר בּ֑וֹ בְּכָל־שָׁנָ֖ה וְשָׁנָֽה"
87,"אסתר","ט","כא",33,9,21,12,"אדר",15,"12-15",explicit,"","לְקַיֵּם֮ עֲלֵיהֶם֒ לִֽהְי֣וֹת עֹשִׂ֗ים אֵ֠ת י֣וֹם אַרְבָּעָ֤ה עָשָׂר֙ לְחֹ֣דֶשׁ אֲדָ֔ר וְאֵ֛ת <b>יוֹם־חֲמִשָּׁ֥ה עָשָׂ֖ר בּ֑וֹ</b> בְּכָל־שָׁנָ֖ה וְשָׁנָֽה"
88,"דניאל","י","ד",34,10,4,1,"ניסן",24,"1-5",explicit,"","<b>וּבְי֛וֹם עֶשְׂרִ֥ים וְאַרְבָּעָ֖ה לַחֹ֣דֶשׁ הָֽרִאשׁ֑וֹן</b> וַֽאֲנִ֗י הָיִ֛יתִי עַ֣ל יַ֧ד הַנָּהָ֛ר הַגָּד֖וֹל ה֥וּא חִדָּֽקֶל"
89,"עזרא","ג","ו",35,3,6,7,"תשרי",1,"1-4",explicit,"","<b>מִיּ֤וֹם אֶחָד֙ לַחֹ֣דֶשׁ הַשְּׁבִיעִ֔י</b> הֵחֵ֕לּוּ לְהַֽעֲל֥וֹת עֹל֖וֹת לַֽיהֹוָ֑ה וְהֵיכַ֥ל יְהֹוָ֖ה לֹ֥א יֻסָּֽד"
90,"עזרא","ו","טו",35,6,15,12,"אדר",3,"5-14",explicit,"","וְשֵׁיצִיא֙ בַּיְתָ֣ה דְנָ֔ה עַ֛ד <b>י֥וֹם תְּלָתָ֖ה לִירַ֣ח אֲדָ֑ר דִּי־הִ֣יא שְׁנַת־שֵׁ֔ת לְמַלְכ֖וּת דָּֽרְיָ֥וֶשׁ</b> מַלְכָּֽא"
91,"עזרא","ו","יט",35,6,19,1,"ניסן",14,"6-9",explicit,"","וַיַּֽעֲשׂ֥וּ בְנֵֽי־הַגּוֹלָ֖ה אֶת־הַפָּ֑סַח <b>בְּאַרְבָּעָ֥ה עָשָׂ֖ר לַחֹ֥דֶשׁ הָֽרִאשֽׁוֹן</b>"
92,"עזרא","ז","ט",35,7,9,1,"ניסן",1,"2-4",explicit,"","כִּ֗י <b>בְּאֶחָד֙ לַחֹ֣דֶשׁ הָֽרִאשׁ֔וֹן</b> ה֣וּא יְסֻ֔ד הַֽמַּעֲלָ֖ה מִבָּבֶ֑ל וּבְאֶחָ֞ד לַחֹ֣דֶשׁ הַֽחֲמִישִׁ֗י בָּ֚א אֶל־יְר֣וּשָׁלִַ֔ם כְּיַד־אֱלֹהָ֖יו הַטּוֹבָ֥ה עָלָֽיו"
93,"עזרא","ז","ט",35,7,9,5,"אב",1,"9-11",explicit,"","כִּ֗י בְּאֶחָד֙ לַחֹ֣דֶשׁ הָֽרִאשׁ֔וֹן ה֣וּא יְסֻ֔ד הַֽמַּעֲלָ֖ה מִבָּבֶ֑ל <b>וּבְאֶחָ֞ד לַחֹ֣דֶשׁ הַֽחֲמִישִׁ֗י</b> בָּ֚א אֶל־יְר֣וּשָׁלִַ֔ם כְּיַד־אֱלֹהָ֖יו הַטּוֹבָ֥ה עָלָֽיו"
94,"עזרא","ח","לא",35,8,31,1,"ניסן",12,"4-7",explicit,"","וַֽנִּסְּעָ֞ה מִנְּהַ֣ר אַֽהֲוָ֗א <b>בִּשְׁנֵ֤ים עָשָׂר֙ לַחֹ֣דֶשׁ הָֽרִאשׁ֔וֹן</b> לָלֶ֖כֶת יְרֽוּשָׁלִָ֑ם וְיַד־אֱלֹהֵ֨ינוּ֙ הָֽיְתָ֣ה עָלֵ֔ינוּ וַיַּ֨צִּילֵ֔נוּ מִכַּ֥ף אוֹיֵ֛ב וְאוֹרֵ֖ב עַל־הַדָּֽרֶךְ"
95,"עזרא","י","ט",35,10,9,9,"כסלו",20,"9-13",explicit,"","וַיִּקָּֽבְצ֣וּ כָל־אַנְשֵֽׁי־יְהוּדָה֩ וּבִנְיָמִ֨ן ׀ יְרֽוּשָׁלִַ֜ם לִשְׁלֹ֣שֶׁת הַיָּמִ֗ים <b>ה֛וּא חֹ֥דֶשׁ הַתְּשִׁיעִ֖י בְּעֶשְׂרִ֣ים בַּחֹ֑דֶשׁ</b> וַיֵּֽשְׁב֣וּ כָל־הָעָ֗ם בִּרְחוֹב֙ בֵּ֣ית הָֽאֱלֹהִ֔ים מַרְעִידִ֥ים עַל־הַדָּבָ֖ר וּמֵֽהַגְּשָׁמִֽים"
96,"עזרא","י","טז",35,10,16,10,"טבת",1,"16-19",explicit,"","וַיַּֽעֲשׂוּ־כֵן֮ בְּנֵ֣י הַגּוֹלָה֒ וַיִּבָּֽדְלוּ֩ עֶזְרָ֨א הַכֹּהֵ֜ן אֲנָשִׁ֨ים רָאשֵׁ֧י הָֽאָב֛וֹת לְבֵ֥ית אֲבֹתָ֖ם וְכֻלָּ֣ם בְּשֵׁמ֑וֹת וַיֵּֽשְׁב֗וּ <b>בְּי֤וֹם אֶחָד֙ לַחֹ֣דֶשׁ הָֽעֲשִׂירִ֔י</b> לְדַרְי֖וֹשׁ הַדָּבָֽר"
97,"עזרא","י","יז",35,10,17,1,"ניסן",1,"8-11",explicit,"","וַיְכַלּ֣וּ בַכֹּ֔ל אֲנָשִׁ֕ים הַֽהֹשִׁ֖יבוּ נָשִׁ֣ים נָכְרִיּ֑וֹת עַ֛ד <b>י֥וֹם אֶחָ֖ד לַחֹ֥דֶשׁ הָֽרִאשֽׁוֹן</b>"
98,"נחמיה","ו","טו",36,6,15,6,"אלול",25,"3-5",explicit,"","וַתִּשְׁלַם֙ הַֽחוֹמָ֔ה <b>בְּעֶשְׂרִ֥ים וַֽחֲמִשָּׁ֖ה לֶֽאֱל֑וּל</b> לַֽחֲמִשִּׁ֥ים וּשְׁנַ֖יִם יֽוֹם"
99,"נחמיה","ח","ב",36,8,2,7,"תשרי",1,"14-17",explicit,"","וַיָּבִ֣יא עֶזְרָ֣א הַ֠כֹּהֵ֠ן אֶֽת־הַתּוֹרָ֞ה לִפְנֵ֤י הַקָּהָל֙ מֵאִ֣ישׁ וְעַד־אִשָּׁ֔ה וְכֹ֖ל מֵבִ֣ין לִשְׁמֹ֑עַ <b>בְּי֥וֹם אֶחָ֖ד לַחֹ֥דֶשׁ הַשְּׁבִיעִֽי</b>"
100,"נחמיה","ט","א",36,9,1,7,"תשרי",24,"1-5",context,"החודש נלמד מההקשר","<b>וּבְיוֹם֩ עֶשְׂרִ֨ים וְאַרְבָּעָ֜ה לַחֹ֣דֶשׁ הַזֶּ֗ה</b> נֶֽאֶסְפ֤וּ בְנֵֽי־יִשְׂרָאֵל֙ בְּצ֣וֹם וּבְשַׂקִּ֔ים וַֽאֲדָמָ֖ה עֲלֵיהֶֽם"
101,"דברי הימים ב","ז","י",38,7,10,7,"תשרי",23,"1-5",explicit,"","<b>וּבְי֨וֹם עֶשְׂרִ֤ים וּשְׁלֹשָׁה֙ לַחֹ֣דֶשׁ הַשְּׁבִיעִ֔י</b> שִׁלַּ֥ח אֶת־הָעָ֖ם לְאָֽהֳלֵיהֶ֑ם שְׂמֵחִים֙ וְט֣וֹבֵי לֵ֔ב עַל־הַטּוֹבָ֗ה אֲשֶׁ֨ר עָשָׂ֤ה יְהֹוָה֙ לְדָוִ֣יד וְלִשְׁלֹמֹ֔ה וּלְיִשְׂרָאֵ֖ל עַמּֽוֹ"
102,"דברי הימים ב","כט","יז",38,29,17,1,"ניסן",1,"2-4",explicit,"","וַ֠יָּחֵ֠לּוּ <b>בְּאֶחָ֞ד לַחֹ֣דֶשׁ הָֽרִאשׁוֹן֮</b> לְקַדֵּשׁ֒ וּבְי֧וֹם שְׁמוֹנָ֣ה לַחֹ֗דֶשׁ בָּ֚אוּ לְאוּלָ֣ם יְהֹוָ֔ה וַיְקַדְּשׁ֥וּ אֶת־בֵּית־יְהֹוָ֖ה לְיָמִ֣ים שְׁמוֹנָ֑ה וּבְי֨וֹם שִׁשָּׁ֥ה עָשָׂ֛ר לַחֹ֥דֶשׁ הָֽרִאשׁ֖וֹן כִּלּֽוּ"
103,"דברי הימים ב","כט","יז",38,29,17,1,"ניסן",8,"6-8",context,"החודש נלמד מההקשר","וַ֠יָּחֵ֠לּוּ בְּאֶחָ֞ד לַחֹ֣דֶשׁ הָֽרִאשׁוֹן֮ לְקַדֵּשׁ֒ <b>וּבְי֧וֹם שְׁמוֹנָ֣ה לַחֹ֗דֶשׁ</b> בָּ֚אוּ לְאוּלָ֣ם יְהֹוָ֔ה וַיְקַדְּשׁ֥וּ אֶת־בֵּית־יְהֹוָ֖ה לְיָמִ֣ים שְׁמוֹנָ֑ה וּבְי֨וֹם שִׁשָּׁ֥ה עָשָׂ֛ר לַחֹ֥דֶשׁ הָֽרִאשׁ֖וֹן כִּלּֽוּ"
104,"דברי הימים ב","כט","יז",38,29,17,1,"ניסן",16,"18-22",explicit,"","וַ֠יָּחֵ֠לּוּ בְּאֶחָ֞ד לַחֹ֣דֶשׁ הָֽרִאשׁוֹן֮ לְקַדֵּשׁ֒ וּבְי֧וֹם שְׁמוֹנָ֣ה לַחֹ֗דֶשׁ בָּ֚אוּ לְאוּלָ֣ם יְהֹוָ֔ה וַיְקַדְּשׁ֥וּ אֶת־בֵּית־יְהֹוָ֖ה לְיָמִ֣ים שְׁמוֹנָ֑ה <b>וּבְי֨וֹם שִׁשָּׁ֥ה עָשָׂ֛ר לַחֹ֥דֶשׁ הָֽרִאשׁ֖וֹן</b> כִּלּֽוּ"
